995.923645,61.00297546,257.267517

1239.94934,56.91424179,257.376892

1242.509643,212.5043945,257.1913757

1238.549926,246.9394531,726.9743652

98.87179565,391.4777832,726.8370361

467.5226745,242.0939025,258.5711059

810.3400878,63.00384902,724.8200683

1005.45465,552.5438232,259.3468017

406.0644531,633.6687011,258.7144775

406.3365478,410.2994384,258.8822021

1243.825805,400.328125,256.9821777

233.7940673,701.3270874,726.8238525

681.3808593,61.67958831,726.8728637

813.0183105,201.15625,722.9755859

707.5016479,136.8514709,258.3784179

1082.529785,708.3847656,257.3557739

696.9733276,707.6669921,259.2120971

95.75431823,696.9961547,726.5876464

1240.456787,483.9731445,726.8411254

936.5136718,483.4873657,726.3325805

92.70703887,693.4176025,257.6737365

304.0664062,55.12809753,257.1752014

94.38134765,535.0980224,257.4002075

449.3974609,703.9095458,726.8218994

940.7034301,209.920227,726.5618896

1236.848022,59.31393432,726.7668457

96.17744445,372.4407958,257.1395874

100.4305419,162.796875,257.3622741

1244.375732,605.3388671,257.2592163

103.4387512,52.97156524,726.196228

322.8834533,59.7239952,726.5028076

696.7060546,709.9970703,726.8435668

1118.851562,707.6815185,726.6145629

942.4284667,347.7280273,726.880371

388.5614929,318.1054687,330.0405273

1108.867675,608.7293701,477.3999023

535.5722656,705.4000854,582.7773437

990.2619628,247.5680541,279.5317382

921.7158203,366.7176513,312.349121

503.6078491,381.5041503,305.8260498

793.6088867,248.6199035,320.2350463

895.2314453,610.2348632,333.9473876

428.6192932,288.6452636,366.7615051

104.5153274,47.14954757,516.7893676

656.6097412,59.8930397,432.1770019

825.375,706.0234375,421.75

1241.691284,492.1755065,538.1851196

1210.814453,605.5899658,538.6202392

1015.102416,491.5602111,525.592102

97.53138732,695.1607666,573.9902343

240.1953125,363.28125,257.2664489

708.1139526,246.20401,279.2213745

387.6999816,221.6699218,283.9012451

918.9106445,704.0357666,329.6669921

518.5622558,57.3058815,340.3182373

1074.86914,567.6336059,436.695404

363.0655517,56.40345764,531.5305175

661.0748901,706.7572631,429.0629882

1242.871704,608.2039794,487.4965209

1235.458618,118.1591796,592.0753784

927.665039,61.77819824,324.6313476

327.9433593,260.7112731,463.3989257

750.9096679,708.0734863,553.8271484

1095.032592,58.40409851,544.6376953
